iri,label,definition_original,definition_enriched
https://www.commoncoreontologies.org/ont00000709,Visual Prosthesis,"An Artificial Eye that is designed to replace a missing eye, which performs the function of an eye.","Visual Prosthesis is an Artificial Eye that is designed to replace a missing eye, which performs the function of an eye."
https://www.commoncoreontologies.org/ont00000678,Voltage Regulating Artifact Function,An Artifact Function that is realized by processes in which some Artifact is used to cause a change in the voltage magnitude between the sending and receiving end of an electrical component.,Voltage Regulating Artifact Function is an Artifact Function that is realized by processes in which some Artifact is used to cause a change in the voltage magnitude between the sending and receiving end of an electrical component.
https://www.commoncoreontologies.org/ont00000036,Waste Management Artifact Function,"A Service Artifact Function that is realized in processes of collecting, transporting, processing, recycling, monitoring, or disposing of waste materials.","Waste Management Artifact Function is a Service Artifact Function that is realized in processes of collecting, transporting, processing, recycling, monitoring, or disposing of waste materials."
https://www.commoncoreontologies.org/ont00000549,Water Transportation Artifact,A Transportation Artifact that facilitates the movement of Agents and Vehicles via water.,Water Transportation Artifact is a Transportation Artifact that facilitates the movement of Agents and Vehicles via water.
https://www.commoncoreontologies.org/ont00000440,Watercraft,"A Vehicle that is designed to convey passengers, cargo, or equipment from one location to another by water travel.","Watercraft is a Vehicle that is designed to convey passengers, cargo, or equipment from one location to another by water travel."
https://www.commoncoreontologies.org/ont00000445,Weapon,"A Material Artifact that is designed to destroy or inflict damage to structures or systems, or to kill or wound living things by creating specific lethal or nonlethal effects.","Weapon is a Material Artifact that is designed to destroy or inflict damage to structures or systems, or to kill or wound living things by creating specific lethal or nonlethal effects."
https://www.commoncoreontologies.org/ont00001299,Wetting Agent Artifact Function,A Surfactant Artifact Function that is realized in a process that reduces the water repellent tendency of a substance thereby allowing it to become wet.,Wetting Agent Artifact Function is a Surfactant Artifact Function that is realized in a process that reduces the water repellent tendency of a substance thereby allowing it to become wet.
https://www.commoncoreontologies.org/ont00000499,Wire Antenna,A Radio Antenna that consists primarily of a length of wire.,Wire Antenna is a Radio Antenna that consists primarily of a length of wire.
https://www.commoncoreontologies.org/ont00000701,Wire Receiver,A Radio Receiver that uses a Wire Antenna to intercept radio signals.,Wire Receiver is a Radio Receiver that uses a Wire Antenna to intercept radio signals.
https://www.commoncoreontologies.org/ont00000076,Wired Communication Artifact Function,A Communication Artifact Function that is realized in a process that conveys meaningful signs by means of a (usually cylindrical) flexible strand or rod of metal.,"A Communication Artifact Function that is realized in a process that conveys meaningful signs via physical wired media, such as metallic conductors or optical fiber."
https://www.commoncoreontologies.org/ont00000886,Wired Communication Reception Artifact Function,"A Communication Reception Artifact Function that is realized during events in which an Artifact receives information transmitted from another Artifact, where the transmission of information occurs via a direct connection using an electrical conductor.","Wired Communication Reception Artifact Function is a Communication Reception Artifact Function that is realized during events in which an Artifact receives information transmitted from another Artifact, where the transmission of information occurs via a direct connection using an electrical conductor."
